// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 6 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\Valentin\source\repos\MappingExperiments\bin\Release\net5.0\ce406b45-7557-4458-8f12-b15d7628b2cc
// command took 3.01s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\Valentin\source\repos\MappingExperiments\bin\Release\net5.0\ce406b45-7557-4458-8f12-b15d7628b2cc
// command took 5.69s and exited with 0
// ***** Done, took 00:00:08 (8.91 sec)   *****
// Found 6 benchmarks:
//   MappingBenchmarks.ManualMapOpFor: DefaultJob
//   MappingBenchmarks.ExpressMapper: DefaultJob
//   MappingBenchmarks.AutoMapper: DefaultJob
//   MappingBenchmarks.MapsterAdaptWithoutConfig: DefaultJob
//   MappingBenchmarks.MapsterAdaptWithConfig: DefaultJob
//   MappingBenchmarks.MapsterAdaptToType: DefaultJob

// **************************
// Benchmark: MappingBenchmarks.ManualMapOpFor: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "ce406b45-7557-4458-8f12-b15d7628b2cc.dll" --benchmarkName "MappingExperiments.MappingBenchmarks.ManualMapOpFor" --job "Default" --benchmarkId 0 in C:\Users\Valentin\source\repos\MappingExperiments\bin\Release\net5.0\ce406b45-7557-4458-8f12-b15d7628b2cc\bin\Release\netcoreapp5.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 5.0.3 (CoreCLR 5.0.321.7212, CoreFX 5.0.321.7212), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 737600.00 ns, 737.6000 us/op
// Execute: dotnet "ce406b45-7557-4458-8f12-b15d7628b2cc.dll" --benchmarkName "MappingExperiments.MappingBenchmarks.MapsterAdaptToType" --job "Default" --benchmarkId 5 in C:\Users\Valentin\source\repos\MappingExperiments\bin\Release\net5.0\ce406b45-7557-4458-8f12-b15d7628b2cc\bin\Release\netcoreapp5.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 5.0.3 (CoreCLR 5.0.321.7212, CoreFX 5.0.321.7212), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 948600.00 ns, 948.6000 us/op
WorkloadJitting  1: 1 op, 440030300.00 ns, 440.0303 ms/op

WorkloadWarmup   1: 1 op, 20000.00 ns, 20.0000 us/op
WorkloadWarmup   2: 1 op, 14100.00 ns, 14.1000 us/op
WorkloadWarmup   3: 1 op, 13400.00 ns, 13.4000 us/op
WorkloadWarmup   4: 1 op, 17200.00 ns, 17.2000 us/op
WorkloadWarmup   5: 1 op, 18700.00 ns, 18.7000 us/op
WorkloadWarmup   6: 1 op, 12100.00 ns, 12.1000 us/op
WorkloadWarmup   7: 1 op, 38000.00 ns, 38.0000 us/op
WorkloadWarmup   8: 1 op, 14500.00 ns, 14.5000 us/op

// BeforeActualRun
WorkloadActual   1: 1 op, 23900.00 ns, 23.9000 us/op
WorkloadActual   2: 1 op, 16900.00 ns, 16.9000 us/op
WorkloadActual   3: 1 op, 18300.00 ns, 18.3000 us/op
WorkloadActual   4: 1 op, 17900.00 ns, 17.9000 us/op
WorkloadActual   5: 1 op, 29700.00 ns, 29.7000 us/op
WorkloadActual   6: 1 op, 9000.00 ns, 9.0000 us/op
WorkloadActual   7: 1 op, 13300.00 ns, 13.3000 us/op
WorkloadActual   8: 1 op, 16900.00 ns, 16.9000 us/op
WorkloadActual   9: 1 op, 9400.00 ns, 9.4000 us/op
WorkloadActual  10: 1 op, 14300.00 ns, 14.3000 us/op
WorkloadActual  11: 1 op, 17800.00 ns, 17.8000 us/op
WorkloadActual  12: 1 op, 10200.00 ns, 10.2000 us/op
WorkloadActual  13: 1 op, 10300.00 ns, 10.3000 us/op
WorkloadActual  14: 1 op, 8500.00 ns, 8.5000 us/op
WorkloadActual  15: 1 op, 21900.00 ns, 21.9000 us/op
WorkloadActual  16: 1 op, 13800.00 ns, 13.8000 us/op
WorkloadActual  17: 1 op, 8200.00 ns, 8.2000 us/op
WorkloadActual  18: 1 op, 30900.00 ns, 30.9000 us/op
WorkloadActual  19: 1 op, 10200.00 ns, 10.2000 us/op
WorkloadActual  20: 1 op, 19600.00 ns, 19.6000 us/op
WorkloadActual  21: 1 op, 14900.00 ns, 14.9000 us/op
WorkloadActual  22: 1 op, 11500.00 ns, 11.5000 us/op
WorkloadActual  23: 1 op, 8700.00 ns, 8.7000 us/op
WorkloadActual  24: 1 op, 17600.00 ns, 17.6000 us/op
WorkloadActual  25: 1 op, 15500.00 ns, 15.5000 us/op
WorkloadActual  26: 1 op, 14100.00 ns, 14.1000 us/op
WorkloadActual  27: 1 op, 15400.00 ns, 15.4000 us/op
WorkloadActual  28: 1 op, 13000.00 ns, 13.0000 us/op
WorkloadActual  29: 1 op, 8300.00 ns, 8.3000 us/op
WorkloadActual  30: 1 op, 8600.00 ns, 8.6000 us/op
WorkloadActual  31: 1 op, 50300.00 ns, 50.3000 us/op
WorkloadActual  32: 1 op, 19500.00 ns, 19.5000 us/op
WorkloadActual  33: 1 op, 17300.00 ns, 17.3000 us/op
WorkloadActual  34: 1 op, 9000.00 ns, 9.0000 us/op
WorkloadActual  35: 1 op, 15000.00 ns, 15.0000 us/op
WorkloadActual  36: 1 op, 9100.00 ns, 9.1000 us/op
WorkloadActual  37: 1 op, 12300.00 ns, 12.3000 us/op
WorkloadActual  38: 1 op, 27600.00 ns, 27.6000 us/op
WorkloadActual  39: 1 op, 11900.00 ns, 11.9000 us/op
WorkloadActual  40: 1 op, 9400.00 ns, 9.4000 us/op
WorkloadActual  41: 1 op, 9000.00 ns, 9.0000 us/op
WorkloadActual  42: 1 op, 20100.00 ns, 20.1000 us/op
WorkloadActual  43: 1 op, 9300.00 ns, 9.3000 us/op
WorkloadActual  44: 1 op, 30400.00 ns, 30.4000 us/op
WorkloadActual  45: 1 op, 23700.00 ns, 23.7000 us/op
WorkloadActual  46: 1 op, 11900.00 ns, 11.9000 us/op
WorkloadActual  47: 1 op, 10000.00 ns, 10.0000 us/op
WorkloadActual  48: 1 op, 11200.00 ns, 11.2000 us/op
WorkloadActual  49: 1 op, 28100.00 ns, 28.1000 us/op
WorkloadActual  50: 1 op, 13000.00 ns, 13.0000 us/op
WorkloadActual  51: 1 op, 8600.00 ns, 8.6000 us/op
WorkloadActual  52: 1 op, 23200.00 ns, 23.2000 us/op
WorkloadActual  53: 1 op, 11800.00 ns, 11.8000 us/op
WorkloadActual  54: 1 op, 9700.00 ns, 9.7000 us/op
WorkloadActual  55: 1 op, 21300.00 ns, 21.3000 us/op
WorkloadActual  56: 1 op, 16100.00 ns, 16.1000 us/op
WorkloadActual  57: 1 op, 20600.00 ns, 20.6000 us/op
WorkloadActual  58: 1 op, 9100.00 ns, 9.1000 us/op
WorkloadActual  59: 1 op, 18100.00 ns, 18.1000 us/op
WorkloadActual  60: 1 op, 13700.00 ns, 13.7000 us/op
WorkloadActual  61: 1 op, 17900.00 ns, 17.9000 us/op
WorkloadActual  62: 1 op, 11800.00 ns, 11.8000 us/op
WorkloadActual  63: 1 op, 15000.00 ns, 15.0000 us/op
WorkloadActual  64: 1 op, 10000.00 ns, 10.0000 us/op
WorkloadActual  65: 1 op, 8700.00 ns, 8.7000 us/op
WorkloadActual  66: 1 op, 9200.00 ns, 9.2000 us/op
WorkloadActual  67: 1 op, 18900.00 ns, 18.9000 us/op
WorkloadActual  68: 1 op, 10900.00 ns, 10.9000 us/op
WorkloadActual  69: 1 op, 9700.00 ns, 9.7000 us/op
WorkloadActual  70: 1 op, 29100.00 ns, 29.1000 us/op
WorkloadActual  71: 1 op, 11300.00 ns, 11.3000 us/op
WorkloadActual  72: 1 op, 8700.00 ns, 8.7000 us/op
WorkloadActual  73: 1 op, 20300.00 ns, 20.3000 us/op
WorkloadActual  74: 1 op, 14700.00 ns, 14.7000 us/op
WorkloadActual  75: 1 op, 10200.00 ns, 10.2000 us/op
WorkloadActual  76: 1 op, 8800.00 ns, 8.8000 us/op
WorkloadActual  77: 1 op, 16200.00 ns, 16.2000 us/op
WorkloadActual  78: 1 op, 9600.00 ns, 9.6000 us/op
WorkloadActual  79: 1 op, 14200.00 ns, 14.2000 us/op
WorkloadActual  80: 1 op, 18100.00 ns, 18.1000 us/op
WorkloadActual  81: 1 op, 12500.00 ns, 12.5000 us/op
WorkloadActual  82: 1 op, 76600.00 ns, 76.6000 us/op
WorkloadActual  83: 1 op, 23300.00 ns, 23.3000 us/op
WorkloadActual  84: 1 op, 20500.00 ns, 20.5000 us/op
WorkloadActual  85: 1 op, 14100.00 ns, 14.1000 us/op
WorkloadActual  86: 1 op, 8800.00 ns, 8.8000 us/op
WorkloadActual  87: 1 op, 9300.00 ns, 9.3000 us/op
WorkloadActual  88: 1 op, 21300.00 ns, 21.3000 us/op
WorkloadActual  89: 1 op, 57600.00 ns, 57.6000 us/op
WorkloadActual  90: 1 op, 18400.00 ns, 18.4000 us/op
WorkloadActual  91: 1 op, 16100.00 ns, 16.1000 us/op
WorkloadActual  92: 1 op, 30500.00 ns, 30.5000 us/op
WorkloadActual  93: 1 op, 14500.00 ns, 14.5000 us/op
WorkloadActual  94: 1 op, 23700.00 ns, 23.7000 us/op
WorkloadActual  95: 1 op, 28000.00 ns, 28.0000 us/op
WorkloadActual  96: 1 op, 18900.00 ns, 18.9000 us/op
WorkloadActual  97: 1 op, 18400.00 ns, 18.4000 us/op
WorkloadActual  98: 1 op, 17300.00 ns, 17.3000 us/op
WorkloadActual  99: 1 op, 30800.00 ns, 30.8000 us/op
WorkloadActual  100: 1 op, 17600.00 ns, 17.6000 us/op

// AfterActualRun
WorkloadResult   1: 1 op, 23900.00 ns, 23.9000 us/op
WorkloadResult   2: 1 op, 16900.00 ns, 16.9000 us/op
WorkloadResult   3: 1 op, 18300.00 ns, 18.3000 us/op
WorkloadResult   4: 1 op, 17900.00 ns, 17.9000 us/op
WorkloadResult   5: 1 op, 29700.00 ns, 29.7000 us/op
WorkloadResult   6: 1 op, 9000.00 ns, 9.0000 us/op
WorkloadResult   7: 1 op, 13300.00 ns, 13.3000 us/op
WorkloadResult   8: 1 op, 16900.00 ns, 16.9000 us/op
WorkloadResult   9: 1 op, 9400.00 ns, 9.4000 us/op
WorkloadResult  10: 1 op, 14300.00 ns, 14.3000 us/op
WorkloadResult  11: 1 op, 17800.00 ns, 17.8000 us/op
WorkloadResult  12: 1 op, 10200.00 ns, 10.2000 us/op
WorkloadResult  13: 1 op, 10300.00 ns, 10.3000 us/op
WorkloadResult  14: 1 op, 8500.00 ns, 8.5000 us/op
WorkloadResult  15: 1 op, 21900.00 ns, 21.9000 us/op
WorkloadResult  16: 1 op, 13800.00 ns, 13.8000 us/op
WorkloadResult  17: 1 op, 8200.00 ns, 8.2000 us/op
WorkloadResult  18: 1 op, 30900.00 ns, 30.9000 us/op
WorkloadResult  19: 1 op, 10200.00 ns, 10.2000 us/op
WorkloadResult  20: 1 op, 19600.00 ns, 19.6000 us/op
WorkloadResult  21: 1 op, 14900.00 ns, 14.9000 us/op
WorkloadResult  22: 1 op, 11500.00 ns, 11.5000 us/op
WorkloadResult  23: 1 op, 8700.00 ns, 8.7000 us/op
WorkloadResult  24: 1 op, 17600.00 ns, 17.6000 us/op
WorkloadResult  25: 1 op, 15500.00 ns, 15.5000 us/op
WorkloadResult  26: 1 op, 14100.00 ns, 14.1000 us/op
WorkloadResult  27: 1 op, 15400.00 ns, 15.4000 us/op
WorkloadResult  28: 1 op, 13000.00 ns, 13.0000 us/op
WorkloadResult  29: 1 op, 8300.00 ns, 8.3000 us/op
WorkloadResult  30: 1 op, 8600.00 ns, 8.6000 us/op
WorkloadResult  31: 1 op, 19500.00 ns, 19.5000 us/op
WorkloadResult  32: 1 op, 17300.00 ns, 17.3000 us/op
WorkloadResult  33: 1 op, 9000.00 ns, 9.0000 us/op
WorkloadResult  34: 1 op, 15000.00 ns, 15.0000 us/op
WorkloadResult  35: 1 op, 9100.00 ns, 9.1000 us/op
WorkloadResult  36: 1 op, 12300.00 ns, 12.3000 us/op
WorkloadResult  37: 1 op, 27600.00 ns, 27.6000 us/op
WorkloadResult  38: 1 op, 11900.00 ns, 11.9000 us/op
WorkloadResult  39: 1 op, 9400.00 ns, 9.4000 us/op
WorkloadResult  40: 1 op, 9000.00 ns, 9.0000 us/op
WorkloadResult  41: 1 op, 20100.00 ns, 20.1000 us/op
WorkloadResult  42: 1 op, 9300.00 ns, 9.3000 us/op
WorkloadResult  43: 1 op, 30400.00 ns, 30.4000 us/op
WorkloadResult  44: 1 op, 23700.00 ns, 23.7000 us/op
WorkloadResult  45: 1 op, 11900.00 ns, 11.9000 us/op
WorkloadResult  46: 1 op, 10000.00 ns, 10.0000 us/op
WorkloadResult  47: 1 op, 11200.00 ns, 11.2000 us/op
WorkloadResult  48: 1 op, 28100.00 ns, 28.1000 us/op
WorkloadResult  49: 1 op, 13000.00 ns, 13.0000 us/op
WorkloadResult  50: 1 op, 8600.00 ns, 8.6000 us/op
WorkloadResult  51: 1 op, 23200.00 ns, 23.2000 us/op
WorkloadResult  52: 1 op, 11800.00 ns, 11.8000 us/op
WorkloadResult  53: 1 op, 9700.00 ns, 9.7000 us/op
WorkloadResult  54: 1 op, 21300.00 ns, 21.3000 us/op
WorkloadResult  55: 1 op, 16100.00 ns, 16.1000 us/op
WorkloadResult  56: 1 op, 20600.00 ns, 20.6000 us/op
WorkloadResult  57: 1 op, 9100.00 ns, 9.1000 us/op
WorkloadResult  58: 1 op, 18100.00 ns, 18.1000 us/op
WorkloadResult  59: 1 op, 13700.00 ns, 13.7000 us/op
WorkloadResult  60: 1 op, 17900.00 ns, 17.9000 us/op
WorkloadResult  61: 1 op, 11800.00 ns, 11.8000 us/op
WorkloadResult  62: 1 op, 15000.00 ns, 15.0000 us/op
WorkloadResult  63: 1 op, 10000.00 ns, 10.0000 us/op
WorkloadResult  64: 1 op, 8700.00 ns, 8.7000 us/op
WorkloadResult  65: 1 op, 9200.00 ns, 9.2000 us/op
WorkloadResult  66: 1 op, 18900.00 ns, 18.9000 us/op
WorkloadResult  67: 1 op, 10900.00 ns, 10.9000 us/op
WorkloadResult  68: 1 op, 9700.00 ns, 9.7000 us/op
WorkloadResult  69: 1 op, 29100.00 ns, 29.1000 us/op
WorkloadResult  70: 1 op, 11300.00 ns, 11.3000 us/op
WorkloadResult  71: 1 op, 8700.00 ns, 8.7000 us/op
WorkloadResult  72: 1 op, 20300.00 ns, 20.3000 us/op
WorkloadResult  73: 1 op, 14700.00 ns, 14.7000 us/op
WorkloadResult  74: 1 op, 10200.00 ns, 10.2000 us/op
WorkloadResult  75: 1 op, 8800.00 ns, 8.8000 us/op
WorkloadResult  76: 1 op, 16200.00 ns, 16.2000 us/op
WorkloadResult  77: 1 op, 9600.00 ns, 9.6000 us/op
WorkloadResult  78: 1 op, 14200.00 ns, 14.2000 us/op
WorkloadResult  79: 1 op, 18100.00 ns, 18.1000 us/op
WorkloadResult  80: 1 op, 12500.00 ns, 12.5000 us/op
WorkloadResult  81: 1 op, 23300.00 ns, 23.3000 us/op
WorkloadResult  82: 1 op, 20500.00 ns, 20.5000 us/op
WorkloadResult  83: 1 op, 14100.00 ns, 14.1000 us/op
WorkloadResult  84: 1 op, 8800.00 ns, 8.8000 us/op
WorkloadResult  85: 1 op, 9300.00 ns, 9.3000 us/op
WorkloadResult  86: 1 op, 21300.00 ns, 21.3000 us/op
WorkloadResult  87: 1 op, 18400.00 ns, 18.4000 us/op
WorkloadResult  88: 1 op, 16100.00 ns, 16.1000 us/op
WorkloadResult  89: 1 op, 30500.00 ns, 30.5000 us/op
WorkloadResult  90: 1 op, 14500.00 ns, 14.5000 us/op
WorkloadResult  91: 1 op, 23700.00 ns, 23.7000 us/op
WorkloadResult  92: 1 op, 28000.00 ns, 28.0000 us/op
WorkloadResult  93: 1 op, 18900.00 ns, 18.9000 us/op
WorkloadResult  94: 1 op, 18400.00 ns, 18.4000 us/op
WorkloadResult  95: 1 op, 17300.00 ns, 17.3000 us/op
WorkloadResult  96: 1 op, 30800.00 ns, 30.8000 us/op
WorkloadResult  97: 1 op, 17600.00 ns, 17.6000 us/op
GC:  0 0 0 392 1
Threading:  0 0 1

// AfterAll
// Benchmark Process 1404 has exited with code 0

Mean = 15.628 μs, StdErr = 0.635 μs (4.06%), N = 97, StdDev = 6.254 μs
Min = 8.200 μs, Q1 = 10.000 μs, Median = 14.500 μs, Q3 = 18.900 μs, Max = 30.900 μs
IQR = 8.900 μs, LowerFence = -3.350 μs, UpperFence = 32.250 μs
ConfidenceInterval = [13.472 μs; 17.784 μs] (CI 99.9%), Margin = 2.156 μs (13.79% of Mean)
Skewness = 0.83, Kurtosis = 2.86, MValue = 3.03

// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\MappingExperiments.MappingBenchmarks-report.csv
  BenchmarkDotNet.Artifacts\results\MappingExperiments.MappingBenchmarks-report-github.md
  BenchmarkDotNet.Artifacts\results\MappingExperiments.MappingBenchmarks-report.html

// * Detailed results *
MappingBenchmarks.ManualMapOpFor: DefaultJob
Runtime = .NET Core 5.0.3 (CoreCLR 5.0.321.7212, CoreFX 5.0.321.7212), X64 RyuJIT; GC = Concurrent Workstation
Mean = 11.654 μs, StdErr = 0.336 μs (2.88%), N = 99, StdDev = 3.342 μs
Min = 4.500 μs, Q1 = 9.200 μs, Median = 11.400 μs, Q3 = 14.400 μs, Max = 19.300 μs
IQR = 5.200 μs, LowerFence = 1.400 μs, UpperFence = 22.200 μs
ConfidenceInterval = [10.514 μs; 12.793 μs] (CI 99.9%), Margin = 1.139 μs (9.78% of Mean)
Skewness = 0.19, Kurtosis = 2.38, MValue = 4.26
-------------------- Histogram --------------------
[ 3.552 μs ;  5.452 μs) | @@
[ 5.452 μs ;  7.348 μs) | @@@@@@@
[ 7.348 μs ;  8.302 μs) | @@
[ 8.302 μs ; 10.198 μs) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[10.198 μs ; 10.952 μs) | @@
[10.952 μs ; 12.848 μs) | @@@@@@@@@@@@@@@@@@@@@@@
[12.848 μs ; 14.752 μs) | @@@@@@@@
[14.752 μs ; 16.648 μs) | @@@@@@@@@@@@@@@@@
[16.648 μs ; 18.648 μs) | @@@@@@
[18.648 μs ; 20.248 μs) | @
---------------------------------------------------

MappingBenchmarks.MapsterAdaptWithConfig: DefaultJob
Runtime = .NET Core 5.0.3 (CoreCLR 5.0.321.7212, CoreFX 5.0.321.7212), X64 RyuJIT; GC = Concurrent Workstation
Mean = 12.679 μs, StdErr = 0.447 μs (3.52%), N = 99, StdDev = 4.443 μs
Min = 7.000 μs, Q1 = 8.500 μs, Median = 12.500 μs, Q3 = 15.600 μs, Max = 24.400 μs
IQR = 7.100 μs, LowerFence = -2.150 μs, UpperFence = 26.250 μs
ConfidenceInterval = [11.164 μs; 14.194 μs] (CI 99.9%), Margin = 1.515 μs (11.95% of Mean)
Skewness = 0.52, Kurtosis = 2.26, MValue = 3.76
-------------------- Histogram --------------------
[ 6.989 μs ;  9.511 μs) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[ 9.511 μs ; 12.011 μs) | @@@@@@@@@@@@@@
[12.011 μs ; 12.989 μs) | @@@@
[12.989 μs ; 15.511 μs) | @@@@@@@@@@@@@@@@@@@@@@@
[15.511 μs ; 18.161 μs) | @@@@@@@@@@@@@
[18.161 μs ; 19.739 μs) | @
[19.739 μs ; 22.261 μs) | @@@@@@@@@@
[22.261 μs ; 23.139 μs) | 
[23.139 μs ; 25.661 μs) | @
---------------------------------------------------

MappingBenchmarks.MapsterAdaptWithoutConfig: DefaultJob
Runtime = .NET Core 5.0.3 (CoreCLR 5.0.321.7212, CoreFX 5.0.321.7212), X64 RyuJIT; GC = Concurrent Workstation
Mean = 12.776 μs, StdErr = 0.424 μs (3.32%), N = 98, StdDev = 4.198 μs
Min = 6.600 μs, Q1 = 9.125 μs, Median = 12.450 μs, Q3 = 15.200 μs, Max = 24.200 μs
IQR = 6.075 μs, LowerFence = 0.013 μs, UpperFence = 24.312 μs
ConfidenceInterval = [11.336 μs; 14.215 μs] (CI 99.9%), Margin = 1.439 μs (11.27% of Mean)
Skewness = 0.65, Kurtosis = 2.93, MValue = 4.22
-------------------- Histogram --------------------
[ 5.405 μs ;  7.305 μs) | @@@@
[ 7.305 μs ;  9.695 μs) | @@@@@@@@@@@@@@@@@@@@@@@@@@@
[ 9.695 μs ; 11.355 μs) | @@@@@@@
[11.355 μs ; 13.745 μs) | @@@@@@@@@@@@@@@@@@@@@@@@
[13.745 μs ; 16.245 μs) | @@@@@@@@@@@@@@@@@@@@@
[16.245 μs ; 17.655 μs) | 
[17.655 μs ; 20.045 μs) | @@@@@@@@@@
[20.045 μs ; 22.045 μs) | @@
[22.045 μs ; 22.955 μs) | 
[22.955 μs ; 25.395 μs) | @@@
---------------------------------------------------

MappingBenchmarks.MapsterAdaptToType: DefaultJob
Runtime = .NET Core 5.0.3 (CoreCLR 5.0.321.7212, CoreFX 5.0.321.7212), X64 RyuJIT; GC = Concurrent Workstation
Mean = 15.628 μs, StdErr = 0.635 μs (4.06%), N = 97, StdDev = 6.254 μs
Min = 8.200 μs, Q1 = 10.000 μs, Median = 14.500 μs, Q3 = 18.900 μs, Max = 30.900 μs
IQR = 8.900 μs, LowerFence = -3.350 μs, UpperFence = 32.250 μs
ConfidenceInterval = [13.472 μs; 17.784 μs] (CI 99.9%), Margin = 2.156 μs (13.79% of Mean)
Skewness = 0.83, Kurtosis = 2.86, MValue = 3.03
-------------------- Histogram --------------------
[ 6.413 μs ;  8.413 μs) | @@
[ 8.413 μs ; 11.987 μs) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[11.987 μs ; 14.863 μs) | @@@@@@@@@@@@@
[14.863 μs ; 18.437 μs) | @@@@@@@@@@@@@@@@@@@@@@
[18.437 μs ; 22.187 μs) | @@@@@@@@@@@
[22.187 μs ; 25.337 μs) | @@@@@
[25.337 μs ; 27.463 μs) | 
[27.463 μs ; 31.037 μs) | @@@@@@@@@
---------------------------------------------------

MappingBenchmarks.AutoMapper: DefaultJob
Runtime = .NET Core 5.0.3 (CoreCLR 5.0.321.7212, CoreFX 5.0.321.7212), X64 RyuJIT; GC = Concurrent Workstation
Mean = 19.080 μs, StdErr = 0.662 μs (3.47%), N = 96, StdDev = 6.487 μs
Min = 9.800 μs, Q1 = 13.400 μs, Median = 18.800 μs, Q3 = 22.675 μs, Max = 38.700 μs
IQR = 9.275 μs, LowerFence = -0.512 μs, UpperFence = 36.587 μs
ConfidenceInterval = [16.832 μs; 21.328 μs] (CI 99.9%), Margin = 2.248 μs (11.78% of Mean)
Skewness = 0.65, Kurtosis = 2.96, MValue = 3.23
-------------------- Histogram --------------------
[ 7.941 μs ; 10.091 μs) | @
[10.091 μs ; 13.809 μs) | @@@@@@@@@@@@@@@@@@@@@@@@@@@
[13.809 μs ; 15.241 μs) | @@@@
[15.241 μs ; 18.941 μs) | @@@@@@@@@@@@@@@@
[18.941 μs ; 22.659 μs) | @@@@@@@@@@@@@@@@@@@@@@@@
[22.659 μs ; 27.309 μs) | @@@@@@@@@@@@@@
[27.309 μs ; 31.859 μs) | @@@@@@@
[31.859 μs ; 36.141 μs) | @
[36.141 μs ; 40.559 μs) | @@
---------------------------------------------------

MappingBenchmarks.ExpressMapper: DefaultJob
Runtime = .NET Core 5.0.3 (CoreCLR 5.0.321.7212, CoreFX 5.0.321.7212), X64 RyuJIT; GC = Concurrent Workstation
Mean = 33.356 μs, StdErr = 0.907 μs (2.72%), N = 95, StdDev = 8.839 μs
Min = 19.600 μs, Q1 = 26.750 μs, Median = 31.400 μs, Q3 = 38.150 μs, Max = 56.800 μs
IQR = 11.400 μs, LowerFence = 9.650 μs, UpperFence = 55.250 μs
ConfidenceInterval = [30.275 μs; 36.436 μs] (CI 99.9%), Margin = 3.081 μs (9.24% of Mean)
Skewness = 0.87, Kurtosis = 3, MValue = 2.13
-------------------- Histogram --------------------
[17.058 μs ; 20.658 μs) | @
[20.658 μs ; 25.908 μs) | @@@@@@@@@@@@@@
[25.908 μs ; 30.992 μs) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[30.992 μs ; 36.442 μs) | @@@@@@@@@@@@@@@@@@@@@@
[36.442 μs ; 42.592 μs) | @@@@@@@@@@@@
[42.592 μs ; 48.242 μs) | @@@@@@@
[48.242 μs ; 50.508 μs) | @
[50.508 μs ; 55.592 μs) | @@@@@@
[55.592 μs ; 59.342 μs) | @
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.12.1, OS=Windows 10.0.18363.836 (1909/November2018Update/19H2)
Intel Core i5 CPU M 580 2.67GHz, 1 CPU, 4 logical and 2 physical cores
.NET Core SDK=5.0.103
  [Host]     : .NET Core 5.0.3 (CoreCLR 5.0.321.7212, CoreFX 5.0.321.7212), X64 RyuJIT
  DefaultJob : .NET Core 5.0.3 (CoreCLR 5.0.321.7212, CoreFX 5.0.321.7212), X64 RyuJIT


|                    Method |     Mean |    Error |   StdDev | Gen 0 | Gen 1 | Gen 2 | Allocated |
|-------------------------- |---------:|---------:|---------:|------:|------:|------:|----------:|
|            ManualMapOpFor | 11.65 μs | 1.139 μs | 3.342 μs |     - |     - |     - |     360 B |
|    MapsterAdaptWithConfig | 12.68 μs | 1.515 μs | 4.443 μs |     - |     - |     - |     352 B |
| MapsterAdaptWithoutConfig | 12.78 μs | 1.439 μs | 4.198 μs |     - |     - |     - |     352 B |
|        MapsterAdaptToType | 15.63 μs | 2.156 μs | 6.254 μs |     - |     - |     - |     392 B |
|                AutoMapper | 19.08 μs | 2.248 μs | 6.487 μs |     - |     - |     - |     360 B |
|             ExpressMapper | 33.36 μs | 3.081 μs | 8.839 μs |     - |     - |     - |     520 B |

// * Warnings *
MinIterationTime
  MappingBenchmarks.ManualMapOpFor: Default            -> The minimum observed iteration time is 4.5000 μs which is very small. It's recommended to increase it to at least 100.0000 ms using more operations.
  MappingBenchmarks.MapsterAdaptWithConfig: Default    -> The minimum observed iteration time is 7.0000 μs which is very small. It's recommended to increase it to at least 100.0000 ms using more operations.
  MappingBenchmarks.MapsterAdaptWithoutConfig: Default -> The minimum observed iteration time is 6.6000 μs which is very small. It's recommended to increase it to at least 100.0000 ms using more operations.
  MappingBenchmarks.MapsterAdaptToType: Default        -> The minimum observed iteration time is 8.2000 μs which is very small. It's recommended to increase it to at least 100.0000 ms using more operations.
  MappingBenchmarks.AutoMapper: Default                -> The minimum observed iteration time is 9.8000 μs which is very small. It's recommended to increase it to at least 100.0000 ms using more operations.
  MappingBenchmarks.ExpressMapper: Default             -> The minimum observed iteration time is 19.6000 μs which is very small. It's recommended to increase it to at least 100.0000 ms using more operations.
MultimodalDistribution
  MappingBenchmarks.ManualMapOpFor: Default            -> It seems that the distribution is multimodal (mValue = 4.26)
  MappingBenchmarks.MapsterAdaptWithConfig: Default    -> It seems that the distribution is bimodal (mValue = 3.76)
  MappingBenchmarks.MapsterAdaptWithoutConfig: Default -> It seems that the distribution is multimodal (mValue = 4.22)
  MappingBenchmarks.MapsterAdaptToType: Default        -> It seems that the distribution can have several modes (mValue = 3.03)
  MappingBenchmarks.AutoMapper: Default                -> It seems that the distribution is bimodal (mValue = 3.23)

// * Hints *
Outliers
  MappingBenchmarks.ManualMapOpFor: Default            -> 1 outlier  was  removed (28.70 μs)
